300.00 K,315.79 K,333.33 K,352.94 K,375.00 K,400.00 K
3.853932724309665,4.554362904679884,5.086522262525428,3.349364365552672,4.450374895987478,4.418542412806427
4.635768653616056,3.2826730546776313,3.88218179464747,4.390268252319084,5.024448187826195,4.592457059121561
3.1648143519459855,4.69862026384006,3.7437156065016626,5.2631204314310835,4.341095548442693,4.58143786625583
3.0458914120713088,3.6986906137485875,4.679634701676414,4.523659738946556,5.158820730268245,4.26184674120447
3.1170048235836214,4.714281331591256,3.5302675125412013,4.2233313149772505,4.668598336490164,5.296922533526716
3.0487562719813748,3.502603839739519,4.723843786623926,5.261039968972292,4.763249578376614,4.281807708421745
3.0849257077366095,4.619827182302039,3.5187242852516283,5.34184395734711,4.7269302420086134,4.309657598093784
3.2474178873505517,4.720348877221849,5.366956580073619,3.4174197514458506,4.678301187486734,4.468480384101337
3.5376480705860103,3.2193335790264808,4.903036543967742,5.304452680477982,4.534507738043066,4.726131178650043
3.228346746045264,4.72479142132881,3.543605051750385,4.481803830544068,5.202263755732271,4.718829906362566
3.249226796901913,4.612689913862125,4.606859416506457,3.6812371118245095,4.6818156391017265,5.314416293233663
3.3787385084947283,4.6367474114142935,3.5678442506177577,5.0700984996122616,4.804787114572968,4.75242314253747
3.4025756002788983,3.5881063940315285,4.689344364185152,5.008194708293391,4.75605879003711,4.735234979621281
3.470017547434218,4.7213023150352065,3.646233795713394,5.023984611254314,4.714259684714906,4.736464725858559
3.5185803382695044,4.914313929963392,3.755675191950114,4.613260761038727,4.766468575124994,4.796209157982001
3.7104397830437903,3.647099545391719,4.774659172011106,4.734980566733959,4.454420192848157,4.836130587477634
3.78001497991459,3.725344570476333,4.9138235009688795,4.6235283150894775,4.733695911746104,4.545503161270169
3.6180305315213537,3.646790756760578,4.722180477090675,4.7520799758432055,5.006539430052289,4.577538336793293
3.7637278566267223,3.6159270447445913,4.674232623933001,4.8042207063629805,4.931420806576059,5.201625581934125
3.6162672777219504,4.845263526556607,4.626717485954719,5.340215036227046,3.4763637582261513,4.661939447564294
3.485720351218362,4.858377928537864,3.4964989899395764,5.303284219921991,4.527959950044502,4.693953320964122
3.5781781599052476,3.5664360684686565,5.194620173937707,4.8395472976758,4.822769794174096,4.465417080154668
3.513666566274487,4.8606306715030705,3.621761274695672,5.075794446161774,4.841003247076659,4.493325430495483
3.510772722251775,3.578634815395688,4.921151537333285,5.000575502301486,4.823372709966527,4.46502450456075
3.6739450277924663,5.12445406461237,4.69733177672822,3.6530566979184154,4.28946100632506,4.899307142482369
5.105330601226458,3.665203693011172,4.639247183460571,3.672218950209374,4.897129982693405,4.3518725510238845
3.6912557284866923,5.0996775399340715,3.5053325921010043,4.742416672651676,4.634371439113271,4.203764016532114
3.7325340366401183,3.5046052693645375,5.051270910544702,5.29543925181478,4.113929227898288,4.65833361560762
3.777133446492952,5.105295313167316,3.7143983119528885,5.401619825556868,4.7922847973528855,4.2015237429905685
3.798491495823291,3.735720099150431,5.287994371977548,5.112362271791705,4.126338754226907,4.808306842917308
3.753130498879671,3.7408743813841125,4.743962584102506,5.169129719153594,3.9400387738231237,5.186964462197354
3.7803546494022413,3.768582096315715,5.381864207568084,5.286558635474442,4.8172481830365115,3.8872579386246957
3.6935282993714593,3.9413439814474347,5.377532702200553,5.389836563396324,4.772331271962667,3.7489225868091793
4.000747298634143,3.7198115364923474,5.379200685393597,4.565390170927088,3.73614650148017,5.357603724194389
3.9247426153624696,3.6133346232856187,5.481635250444772,3.5886526579717453,4.507120776404179,5.41564617757708
3.776366577159855,3.2827562364291585,3.474759409459864,5.29802774746266,5.3460980725812774,4.598974593400922
3.757104692628969,3.250906037859993,3.625189084119677,4.728136945599568,5.2924281978085075,5.284589519287344
3.78573789029479,3.33799643813389,3.577933406877903,4.710824214188258,5.224498423253417,5.265568058356698
3.3028539332965967,3.7223204109063466,4.808932953974649,3.444078103549396,5.278821651640067,5.139113487027151
3.381526163986162,3.7859084062444435,3.3581794480818994,4.7904144474627826,4.989258221749147,5.079199251762407
3.931549181150037,3.41747491638341,4.563700859808526,3.4701575103432805,5.04062299455651,5.158301227285384
3.843370124821521,3.383285562328847,4.591839372861842,3.4511674784138733,5.004472356150521,5.109720350416065
3.884898114428003,3.3400285299068826,4.6071839353158826,3.397324850835487,5.261786397985674,5.067526955404237
3.2734883557711543,3.5418647596945205,4.688965770955999,3.9883706196489164,5.199601062291135,5.00137463462969
3.9388841381209345,4.884486674602541,3.5443138564208914,3.218295875191074,4.971194356208822,5.087072176095957
3.210014608458098,3.7488174028427013,4.867154606965682,5.0420960586773065,3.5331999463189634,4.997905748276755
3.6533698676143773,3.2794366487868443,5.056734797922893,3.539019769145077,5.174285212040175,4.895037400110566
5.018878782942149,3.414817724126255,3.7638061269720446,3.6175818425951043,4.9207743182593795,4.851269768437352
3.809857427046376,4.932147192263797,5.081312209525366,3.6869900288004924,3.4277859464052303,4.867498638531676
5.081233438137638,3.7390926203978294,3.3902655126642536,3.8100090371316173,4.980286805023692,5.051779051598619
3.486422223253708,5.007490021620976,3.750107088134074,5.2023277229225044,5.022308616387083,3.802722219487436
3.5001260117696926,4.998932051989678,3.850654849895405,3.885437063215557,5.007352553896399,5.163529999168814
5.027672409494998,3.3667846318750305,4.099279632944618,4.007332060522926,5.166948106882239,5.174903461787324
4.034210064591051,3.4790225644075234,3.971049704358827,5.341351172136496,5.135651558449292,5.162720454093288
3.5911444436175155,3.9881932750418856,3.9998631186205444,4.960076038867833,5.471734123597346,4.8965881682533485
3.949887102825197,3.609944201520369,3.962226962843162,5.268917266534954,4.907382170527171,4.829400961841888
3.9476614776833907,3.9843517413514675,4.88974640937454,3.6925249415837484,4.948696912619008,5.268087688442498
3.7461148261839528,5.2607073101290425,3.938998163565527,3.941968796695494,4.868393304102,5.05842771165886
3.7511149055521904,3.9419525734909664,3.8713179080171938,5.283309371281897,4.846335971166136,5.259225632748351
3.9468748497726125,3.732627611310366,3.861339544042872,5.289282467075276,5.151304786641508,4.6480598419133825
3.82379110856094,3.5482521593643,3.9170074738206515,5.064287368870876,5.202656931206029,4.600020219113679
3.606057697173219,3.495474471116008,5.10292847400906,4.556367715843858,4.951340160055222,3.8324240433619727
3.5662872556418788,3.686366207150893,4.533103384383121,4.918112197281251,5.162991983666623,3.734732371524481
3.5595595549555004,3.8971902474498523,3.676811208546464,4.601895751023732,4.606912184843908,5.2376024529320375
3.81031322257411,3.584502817596835,4.642291867361338,5.107203690960843,4.488523555996828,3.8281080612056577
4.977594814792682,4.593538151012248,3.708424039047618,3.540946516348303,3.700014875711288,4.7065557022077975
3.5703873794669123,3.7367232951074443,5.039922388938052,4.754267767709163,3.75631663667562,4.779524484528302
4.961653855690513,3.6497185319511303,4.706294679427074,3.8297267129579216,3.8364862235052333,4.787803270067958
3.585178971337377,4.754603727282448,4.8721678068434695,4.749136658707802,3.766798087992402,3.847539728964711
3.7906556162274514,3.4895837973329495,4.842361253898674,4.76305948050656,3.902506343922641,4.880104556457192
3.3670637013004217,3.650380773320692,4.941947816564587,4.720446894411298,3.885141242800363,4.770485378163234
3.30574396768049,4.8257950500069615,3.8296735940999045,4.7754039409519935,4.005257058793995,4.542274808182629
3.271858524515539,4.7102925245614555,4.053600116860039,3.6770613261931198,4.980015501240768,4.4450151673917
4.7831860830631925,3.2652693460543065,3.730350453531894,3.9913212068824047,4.584857585988882,4.932295677286942
3.25583464680245,4.323234379295397,3.9995998532533203,3.7056218292033845,4.702474790000379,4.964444575474542
3.3439395621381753,3.532026494178909,4.723287207738931,4.16525997482429,4.387297560655097,5.049161976797302
3.5189489949989703,3.382571911474681,4.765614456241262,4.4716222360086375,4.057778622230564,5.05345481651724
3.7543362438514607,4.140307931269087,4.592860875549144,3.3153512192766024,4.366636722916312,4.949504356772627
4.609850461579249,3.3063059851427266,3.7610073762999843,4.146857916835694,4.190710715264464,4.804953508623527
3.7595604687602844,3.1970218552441847,4.20376417452587,4.563700586697167,4.612042487306257,4.144001099186468
3.1789926943798075,4.145356195776963,4.7200737382623466,3.7611111823015193,4.111828722456992,4.533355408809168
3.7257473091377844,3.2790644791615993,4.233679409675906,4.00754583963472,4.431332129574729,4.9410010318003215
3.298823765666861,4.7386710049730985,4.22449425227345,3.784055674558934,4.4595950027895634,3.964577182445529
3.676627550378258,3.36407959994598,4.753770227426311,4.66030549043537,4.229087538846028,4.13064608069251
3.4142986024668893,3.717674899178756,4.688117167753661,3.9521561104198253,4.224420310985888,4.828933686591042
3.2779562107185383,3.740784870397401,4.180330062803028,4.746522751818463,3.912923807351157,4.664117332713577
3.23838535404495,3.5557194618449697,3.936964217770727,4.698759263235418,4.078537925811945,4.821067695902292
3.5969547180579213,3.3252233363332957,4.015342971287925,4.731275989632058,4.123134093568994,4.725713165890427
3.796797415705552,3.231298096482988,3.945468354210727,4.01995086317153,4.602080141312417,4.648926176130868
3.215123981046443,3.9857378414875373,4.165993398921379,3.6584719891595303,4.6751625499270615,4.405914152481644
4.060893285924334,3.8546235936449906,3.2247422817088647,4.046794188207646,4.520092459200884,4.627604565402671
3.2314134879552845,4.144364932917096,4.559566196723588,3.9823516271425077,3.998258223818532,4.50578469798931
4.148643175803311,3.170148874248324,4.5083262362889105,4.143451625377656,3.9695421520597454,4.6512590790157144
4.1163829504877905,3.210128131156548,4.0607517334125145,4.408709135782277,4.710032067168135,3.8909477673447035
3.29263201835337,4.218701328466365,4.887458888468803,4.23813505282106,3.6914378699704287,4.429182945214739
3.371508437417977,4.133865721155342,4.90398768435088,3.6694489013336877,4.340532750466082,4.490493429785879
4.221974060832943,3.836813044979557,4.862052521125526,3.4114720347402705,4.612541844695932,4.44147730601531
3.4939193736530796,3.8737244532567954,4.7891676813293325,4.225623301224361,4.123353717476209,4.486372007949143
3.3768016187613985,4.2803791831756355,3.903358122396276,4.477875259609596,5.035449803928071,4.294947185519175
3.9748311911192014,3.41511438167539,4.263292234201312,4.5732823048456615,4.891608109513757,4.201265238090622
4.27456680906848,3.296559639493834,4.055010860204922,4.723270500900469,4.484375124271013,4.898925936688251
4.16322998749835,3.263695419901026,4.679883257913753,4.277436188156526,4.74293233024869,5.015577316745847
4.368903085917878,3.205102282462481,5.027512913233667,4.182992571045581,4.703997622800534,4.660945398858487
